video-id,t-start,t-end,label,score
sbj_0,2344.897216796875,2375.430908203125,17,0.8582755923271179
sbj_0,2420.453857421875,2512.52490234375,16,0.7701840996742249
sbj_0,2410.52392578125,2506.411376953125,16,0.7658096551895142
sbj_0,2292.116455078125,2320.879150390625,17,0.746120035648346
sbj_0,2539.522705078125,2582.51220703125,16,0.6806824803352356
sbj_0,1941.16552734375,2037.4368896484373,9,0.6716086268424988
sbj_0,2241.899169921875,2294.90869140625,17,0.6686260104179382
sbj_0,553.0541381835938,637.3326416015625,6,0.6461755037307739
sbj_0,889.3078002929688,959.6092529296876,11,0.6401886343955994
sbj_0,1436.01708984375,1512.5919189453125,13,0.6255537271499634
sbj_0,2646.242919921875,2737.829345703125,13,0.6117329001426697
sbj_0,2542.790283203125,2591.634033203125,16,0.6011114120483398
sbj_0,1249.410888671875,1307.783203125,13,0.555995762348175
sbj_0,1937.606689453125,2017.15185546875,9,0.4866345226764679
sbj_0,2762.342041015625,2794.5,10,0.4850588142871856
sbj_0,1165.226806640625,1228.5972900390625,7,0.4597294628620147
sbj_0,1783.5196533203125,1826.4981689453125,14,0.4347664415836334
sbj_0,1715.216796875,1750.119140625,14,0.4238485097885132
sbj_0,2139.293701171875,2203.906982421875,4,0.4173214733600616
sbj_0,963.2557983398438,989.8554077148438,11,0.3958026468753814
sbj_0,282.63934326171875,360.4995727539063,5,0.378914475440979
sbj_0,657.3726196289062,716.1934204101562,3,0.3782630562782287
sbj_0,655.8904418945312,728.4671630859375,2,0.3763924241065979
sbj_0,2242.4755859375,2275.4443359375,17,0.3732573986053467
sbj_0,407.8790283203125,487.5597229003906,3,0.3727922141551971
sbj_0,2339.6962890625,2377.451904296875,17,0.3673580586910248
sbj_0,1540.383544921875,1595.8822021484375,15,0.3566533029079437
sbj_0,1790.431884765625,1837.7423095703125,14,0.3538762331008911
sbj_0,2653.08740234375,2726.18798828125,12,0.3518841862678528
sbj_0,1458.3641357421875,1510.5867919921875,13,0.3498474955558777
sbj_0,2234.506591796875,2270.9130859375,17,0.3449053168296814
sbj_0,6.343098163604736,94.4599151611328,0,0.3409473896026611
sbj_0,2274.86865234375,2337.635009765625,17,0.3347778022289276
sbj_0,495.8458557128906,529.6907348632812,3,0.3234864771366119
sbj_0,123.08433532714844,175.29554748535156,0,0.3210482597351074
sbj_0,130.3276824951172,204.44049072265625,3,0.304309219121933
sbj_0,730.0955200195312,783.9951171875,2,0.2848495543003082
sbj_0,1855.01171875,1891.2469482421875,14,0.2801507711410522
sbj_0,713.087646484375,780.5299682617188,3,0.2748364210128784
sbj_0,1058.8857421875,1124.43505859375,3,0.2688345313072204
sbj_0,2267.48046875,2313.97607421875,17,0.2662479877471924
sbj_0,182.25357055664065,240.83079528808597,0,0.253664880990982
sbj_0,14.99627685546875,97.8001708984375,4,0.2524640262126922
sbj_0,2407.160888671875,2445.87060546875,16,0.2486043721437454
sbj_0,1611.08984375,1658.80078125,15,0.2478330582380294
sbj_0,1858.850341796875,1891.32275390625,14,0.2435456961393356
sbj_0,2310.52294921875,2363.84814453125,17,0.2424347400665283
sbj_0,1720.8116455078125,1748.1026611328125,14,0.2417638450860977
sbj_0,907.3338012695312,938.4671020507812,11,0.2381118386983871
sbj_0,611.789306640625,645.3036499023438,6,0.2315660119056701
sbj_0,2.6554107666015625,55.62673568725586,3,0.2307313978672027
sbj_0,1970.2032470703125,2030.4678955078125,9,0.2298547029495239
sbj_0,1156.9073486328125,1226.15234375,7,0.2268492132425308
sbj_0,847.1529541015625,873.3397216796875,10,0.2222728580236435
sbj_0,537.51611328125,575.7974243164062,6,0.2211888879537582
sbj_0,1254.230224609375,1309.161865234375,12,0.2079113870859146
sbj_0,392.6852722167969,446.02685546875,4,0.2067508846521377
sbj_0,326.4253845214844,375.2512512207031,5,0.2008640021085739
sbj_0,181.3600616455078,240.08262634277344,4,0.2002770453691482
sbj_0,1241.85888671875,1300.3743896484375,14,0.193037524819374
sbj_0,8.366065979003906,94.94197845458984,4,0.1924615651369094
sbj_0,813.0926513671875,855.0883178710938,10,0.1894514858722686
