video-id,t-start,t-end,label,score
sbj_0,2343.663330078125,2375.3837890625,17,0.8470742702484131
sbj_0,2288.522216796875,2318.646240234375,17,0.7669947743415833
sbj_0,2538.35888671875,2582.87890625,16,0.7343631982803345
sbj_0,2410.039794921875,2512.213134765625,16,0.6696218252182007
sbj_0,2234.2353515625,2270.354736328125,17,0.6218073964118958
sbj_0,885.0951538085938,951.9961547851562,11,0.6115126013755798
sbj_0,1932.0479736328125,2017.037353515625,9,0.5842118263244629
sbj_0,556.0963134765625,636.8285522460938,6,0.4878618121147156
sbj_0,964.5117797851562,986.708984375,11,0.4769210517406463
sbj_0,2245.39990234375,2306.61767578125,17,0.4157206118106842
sbj_0,1164.5394287109375,1230.640380859375,7,0.4094929099082947
sbj_0,1790.5709228515625,1843.349853515625,14,0.3908259868621826
sbj_0,670.1555786132812,766.6889038085938,2,0.3776139616966247
sbj_0,1852.5655517578125,1889.8729248046875,14,0.3724650740623474
sbj_0,180.60345458984372,238.4856414794922,0,0.3411727547645569
sbj_0,2658.84423828125,2728.82861328125,12,0.3383544385433197
sbj_0,274.78955078125,351.88525390625,5,0.3360624611377716
sbj_0,1359.583740234375,1404.0826416015625,9,0.3213652670383453
sbj_0,1716.853271484375,1749.8763427734375,14,0.3129201233386993
sbj_0,1535.7056884765625,1581.6412353515625,15,0.3104854822158813
sbj_0,2313.530029296875,2361.686279296875,17,0.2906840443611145
sbj_0,2148.03466796875,2198.647705078125,4,0.2777986228466034
sbj_0,1447.2581787109375,1509.961181640625,13,0.269978791475296
sbj_0,2273.79443359375,2338.109130859375,17,0.2384477704763412
sbj_0,1565.888427734375,1625.1602783203125,15,0.2379598319530487
sbj_0,-0.0,90.24794006347656,4,0.2375646084547042
sbj_0,1978.3348388671875,2033.357177734375,9,0.2367691993713379
sbj_0,2405.499755859375,2450.51953125,16,0.227393165230751
sbj_0,1.6313362121582031,86.79273986816406,0,0.2196779996156692
sbj_0,486.9390258789063,532.6103515625,4,0.2164152413606643
sbj_0,1182.6766357421875,1242.1016845703125,5,0.2130897939205169
sbj_0,392.1340942382813,454.7827453613281,4,0.208227664232254
sbj_0,1022.4874267578124,1090.0345458984375,14,0.2024104446172714
sbj_0,904.7150268554688,939.3588256835938,11,0.2014957666397094
sbj_0,179.14718627929688,238.4264068603516,4,0.1925467997789383
sbj_0,723.1636352539062,788.8735961914062,2,0.1906896978616714
sbj_0,118.9767074584961,169.48672485351562,4,0.1804995238780975
sbj_0,999.0469970703124,1060.6304931640625,3,0.1766207963228225
sbj_0,1623.9324951171875,1664.972412109375,15,0.1715119481086731
sbj_0,2231.48779296875,2246.3642578125,17,0.1705408841371536
sbj_0,964.9920654296876,989.026611328125,9,0.1684447526931762
sbj_0,2140.830810546875,2199.8095703125,2,0.1679053902626037
sbj_0,1924.9656982421875,1952.922607421875,9,0.1642978340387344
sbj_0,644.185302734375,717.3369750976562,2,0.1594613492488861
sbj_0,646.5543823242188,730.9630126953125,4,0.1584063619375229
sbj_0,2065.71630859375,2116.856689453125,4,0.1583028733730316
sbj_0,264.3017883300781,304.59521484375,5,0.1578012406826019
sbj_0,537.799560546875,573.2748413085938,6,0.1563771367073059
sbj_0,1654.97998046875,1689.149658203125,15,0.1510658413171768
sbj_0,123.0888214111328,178.90943908691406,0,0.1496106535196304
sbj_0,317.55780029296875,369.0543823242188,5,0.1482853144407272
sbj_0,1022.6587524414062,1079.8360595703125,2,0.1447916179895401
